organic,500000,0,0.4515663265344088
line,500000,0,0.34038784388075166
hex,500000,0,0.33814705420782987
grid,500000,0,0.32229573238515097
organic,500000,1,0.4557007054463378
line,500000,1,0.3356321494691782
hex,500000,1,0.34360685889116366
grid,500000,1,0.3199865634089458
organic,500000,2,0.46236615216233645
line,500000,2,0.35680307242424564
hex,500000,2,0.33849955837924345
grid,500000,2,0.32403188317535997
organic,500000,3,0.4651545433683154
line,500000,3,0.35403686799617967
hex,500000,3,0.33332677177871467
grid,500000,3,0.3217220299508106
organic,500000,4,0.45054095476695927
line,500000,4,0.33734294861962016
hex,500000,4,0.33654603135525124
grid,500000,4,0.3163826596832212
organic,500000,5,0.4493974313074777
line,500000,5,0.34004498718583276
hex,500000,5,0.33697652589744664
grid,500000,5,0.3168826210926865
organic,500000,6,0.4456333709141324
line,500000,6,0.34805524688701395
hex,500000,6,0.3356371462609666
grid,500000,6,0.3263316412806589
organic,500000,7,0.46021091177298135
line,500000,7,0.3452814527267945
hex,500000,7,0.3388405094015211
grid,500000,7,0.3229763181781907
organic,500000,8,0.46247608827505016
line,500000,8,0.36360764042878413
hex,500000,8,0.3483775762159243
grid,500000,8,0.3244690602267232
organic,500000,9,0.4495362255444717
line,500000,9,0.3444155465895889
hex,500000,9,0.3300850554195733
grid,500000,9,0.3176429032964718
organic,500000,10,0.4501479943700015
line,500000,10,0.34517652482459144
hex,500000,10,0.3461592169190566
grid,500000,10,0.33072275872951296
organic,500000,11,0.4556731550468355
line,500000,11,0.3676587053691978
hex,500000,11,0.3286678041804279
grid,500000,11,0.31970350773301914
organic,500000,12,0.44429705681479176
line,500000,12,0.3395369938809076
hex,500000,12,0.33862996642266185
grid,500000,12,0.3189420338431634
organic,500000,13,0.46103634399073673
line,500000,13,0.33639223240507
hex,500000,13,0.3415078342754655
grid,500000,13,0.30801674356254194
organic,500000,14,0.44758077428931525
line,500000,14,0.34054097299261066
hex,500000,14,0.34345139217245413
grid,500000,14,0.33075056197872665
organic,500000,15,0.4611401867267216
line,500000,15,0.34877965015302426
hex,500000,15,0.3461224145688378
grid,500000,15,0.3213298022154552
organic,500000,16,0.44709976880043784
line,500000,16,0.3498843631354451
hex,500000,16,0.3362918892620215
grid,500000,16,0.32759159435767166
organic,500000,17,0.45861208194709696
line,500000,17,0.3497268767044373
hex,500000,17,0.32721948646676496
grid,500000,17,0.3284388733303638
organic,500000,18,0.4458746351087911
line,500000,18,0.3423594733170996
hex,500000,18,0.34262607898538167
grid,500000,18,0.3264223351282397
organic,500000,19,0.4409777120495709
line,500000,19,0.366119458892903
hex,500000,19,0.3385304022626026
grid,500000,19,0.3168399061572159
organic,500000,20,0.4514270520728582
line,500000,20,0.33845842230324336
hex,500000,20,0.32897523351873625
grid,500000,20,0.3341575376761696
organic,500000,21,0.45713129746161835
line,500000,21,0.3406070250810455
hex,500000,21,0.34182919644236814
grid,500000,21,0.31818242044591694
organic,500000,22,0.4314953130925706
line,500000,22,0.33867913833531377
hex,500000,22,0.32945011194987656
grid,500000,22,0.3252737929543776
organic,500000,23,0.4449455349658712
line,500000,23,0.3399098596588156
hex,500000,23,0.33828663905082695
grid,500000,23,0.318915314502271
organic,500000,24,0.45378027586134756
line,500000,24,0.33527126104427873
hex,500000,24,0.3442831004500994
grid,500000,24,0.319263338226499
organic,500000,25,0.4531546636090868
line,500000,25,0.3437786384118028
hex,500000,25,0.33316666848235926
grid,500000,25,0.3138016908901589
organic,500000,26,0.45011421228932164
line,500000,26,0.3363177616189863
hex,500000,26,0.3365950810658715
grid,500000,26,0.326888218573702
organic,500000,27,0.4563679887241727
line,500000,27,0.33465767674783686
hex,500000,27,0.3377711195112265
grid,500000,27,0.321186497451604
organic,500000,28,0.45143501986030177
line,500000,28,0.3418266232551303
hex,500000,28,0.3303123235891081
grid,500000,28,0.3192690238500019
organic,500000,29,0.4549848001601849
line,500000,29,0.34729976652268274
hex,500000,29,0.3356612520830006
grid,500000,29,0.31726025624965726
organic,500000,30,0.44082105764036034
line,500000,30,0.3410334878357331
hex,500000,30,0.33880726120746085
grid,500000,30,0.3095337075206912
organic,500000,31,0.45839640212693694
line,500000,31,0.34504552790602727
hex,500000,31,0.3339216981379556
grid,500000,31,0.31707833822467246
organic,500000,32,0.45522536105824335
line,500000,32,0.33943040184094175
hex,500000,32,0.3328012223906714
grid,500000,32,0.3151851502690391
organic,500000,33,0.45611803600544676
line,500000,33,0.3432580968563077
hex,500000,33,0.33286462164577835
grid,500000,33,0.3218258525935182
organic,500000,34,0.4414584287997723
line,500000,34,0.32762090348710593
hex,500000,34,0.3357770537236109
grid,500000,34,0.32079496714091105
organic,500000,35,0.4487639524021609
line,500000,35,0.3580226048263654
hex,500000,35,0.3342073559150454
grid,500000,35,0.32267223649336
organic,500000,36,0.45692287501446416
line,500000,36,0.3446420913572664
hex,500000,36,0.3465603620206515
grid,500000,36,0.32254944610793423
organic,500000,37,0.4521439043205412
line,500000,37,0.34075046198705666
hex,500000,37,0.3322511664395054
grid,500000,37,0.3178341449908445
organic,500000,38,0.4539074358907893
line,500000,38,0.3566249848707066
hex,500000,38,0.32360174480380033
grid,500000,38,0.32041984579932986
organic,500000,39,0.45211106742941076
line,500000,39,0.366871930746606
hex,500000,39,0.337591603521386
grid,500000,39,0.3243888623524679
organic,500000,40,0.44848412917893615
line,500000,40,0.3577049699075279
hex,500000,40,0.3347359198599668
grid,500000,40,0.31335017876404886
organic,500000,41,0.45269308967449534
line,500000,41,0.3388848445932812
hex,500000,41,0.3344504118886436
grid,500000,41,0.3268040608821483
organic,500000,42,0.4551161494041278
line,500000,42,0.3429090432011325
hex,500000,42,0.332630741916506
grid,500000,42,0.3156237525431389
organic,500000,43,0.44799372166027723
line,500000,43,0.3417510111414418
hex,500000,43,0.3307152544621012
grid,500000,43,0.3172812824245532
organic,500000,44,0.44991285175858553
line,500000,44,0.3419956635785878
hex,500000,44,0.34689707416144383
grid,500000,44,0.3239295220707828
organic,500000,45,0.46243080931049374
line,500000,45,0.35677832245536933
hex,500000,45,0.3272976368430224
grid,500000,45,0.32610537890347
organic,500000,46,0.44184867468048705
line,500000,46,0.3441325450393762
hex,500000,46,0.34473305566351414
grid,500000,46,0.3194521852887464
organic,500000,47,0.4524519232654477
line,500000,47,0.3600138051713108
hex,500000,47,0.33446716388269676
grid,500000,47,0.3234339534804338
organic,500000,48,0.4551640819627388
line,500000,48,0.34889167212274996
hex,500000,48,0.34502080882249353
grid,500000,48,0.31512531628926393
organic,500000,49,0.45684478569494696
line,500000,49,0.3694934516120699
hex,500000,49,0.34663715459307204
grid,500000,49,0.32281370390984354
