Organic,1000000,0,0.059501557632398755
Organic,1000000,1,0.05157766990291262
Organic,1000000,2,0.051733626857457346
Organic,1000000,3,0.06257142857142857
Organic,1000000,4,0.05155482815057283
Organic,1000000,5,0.06718346253229975
Organic,1000000,6,0.05195214105793451
Organic,1000000,7,0.051490514905149054
Organic,1000000,8,0.05263157894736842
Organic,1000000,9,0.04765545361875637
Line,1000000,0,0.021850899742930592
Line,1000000,1,0.013187520102926986
Line,1000000,2,0.018645731108930325
Line,1000000,3,0.021249603552172536
Line,1000000,4,0.020846297448662104
Line,1000000,5,0.019916479280436876
Line,1000000,6,0.013491808544812078
Line,1000000,7,0.014129736673089274
Line,1000000,8,0.018512707875745216
Line,1000000,9,0.014748316768194934
Grid,1000000,0,0.0203751617076326
Grid,1000000,1,0.023362948338269168
Grid,1000000,2,0.0273224043715847
Grid,1000000,3,0.025700164744645797
Grid,1000000,4,0.02695595003287311
Grid,1000000,5,0.02006578947368421
Grid,1000000,6,0.025426456388799486
Grid,1000000,7,0.025456919060052218
Grid,1000000,8,0.022113821138211382
Grid,1000000,9,0.016553067185978577
Hex,1000000,0,0.03270856302829842
Hex,1000000,1,0.02874595759971254
Hex,1000000,2,0.030118321979204016
Hex,1000000,3,0.025950292397660817
Hex,1000000,4,0.027867095391211148
Hex,1000000,5,0.031833150384193196
Hex,1000000,6,0.03322615219721329
Hex,1000000,7,0.015240734326290266
Hex,1000000,8,0.02878733357322778
Hex,1000000,9,0.030247141276281815
